,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,MiddleSchool_ELA_TotalStudents,MiddleSchool_ELA_Total4s,MiddleSchool_ELA_AIAN4s,MiddleSchool_ELA_Black4s,MiddleSchool_ELA_Hispanic4s,MiddleSchool_ELA_Asian4s,MiddleSchool_ELA_White4s,MiddleSchool_ELA_Multiracial4s,MiddleSchool_ELA_LimitedEng4s,MiddleSchool_ELA_EcoDisadv4s,MiddleSchool_Math_TotalStudents,MiddleSchool_Math_Total4s,MiddleSchool_Math_AIAN4s,MiddleSchool_Math_Black4s,MiddleSchool_Math_Hispanic4s,MiddleSchool_Math_Asian4s,MiddleSchool_Math_White4s,MiddleSchool_Math_Multiracial4s,MiddleSchool_Math_LimitedEng4s,MiddleSchool_Math_EcoDisadv4s,DBN,School,Total_Students,Testers,Offers,Perc_Testers,Perc_Offers,Offer
31,LIFE SCIENCES SECONDARY SCHOOL,310200011655,02M655,2,40.783283000000004,-73.945937,"320 E 96TH ST NEW YORK, NY 10128",NEW YORK,10128,"06,07,08,09,10,11,12",06,12,No,0.765,,0.06,0.05,0.31,0.6,0.02,0.9,0.3,0.9,Meeting Target,0.9,Approaching Target,0.77,Approaching Target,0.67,Not Meeting Target,0.65,Not Meeting Target,0.81,Approaching Target,Approaching Target,2.24,1.95,56,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,58,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,02M655,LIFE SCIENCES SECONDARY SCHOOL,20.0,2.5,2.5,12.5,12.5,1
32,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,310200010896,02M896,2,40.705442,-74.012888,"26 BROADWAY-6TH FL NEW YORK, NY 10004",NEW YORK,10004,"06,07,08",06,08,No,0.564,,0.08,0.4,0.09,0.2,0.27,0.96,0.08,0.84,Meeting Target,0.93,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,0.85,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.77,2.88,325,0.15384615384615385,0.0,0.0,0.024615384615384615,0.04,0.07384615384615385,0.0,0.0,0.043076923076923075,320,0.28125,0.0,0.0,0.01875,0.159375,0.090625,0.0,0.0125,0.140625,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,126.0,73.0,13.0,57.936507936507944,10.317460317460316,1
33,CITY KNOLL MIDDLE SCHOOL,310200010933,02M933,2,40.753389,-73.997896,"425 W 33RD ST NEW YORK, NY 10001",NEW YORK,10001,"06,07,08",06,08,No,0.613,,0.07,0.1,0.2,0.47,0.2,0.95,0.19,0.9,,0.95,,0.8,,0.93,,0.78,,0.93,,,2.7,2.58,146,0.1095890410958904,0.0,0.00684931506849315,0.0410958904109589,0.0,0.03424657534246575,0.0,0.0,0.07534246575342465,149,0.12080536912751678,0.0,0.0,0.03355704697986577,0.0,0.040268456375838924,0.0,0.013422818791946308,0.0738255033557047,02M933,CITY KNOLL MIDDLE SCHOOL,91.0,23.0,2.5,25.274725274725274,2.7472527472527473,1
34,J.H.S. 054 BOOKER T. WASHINGTON,310300010054,03M054,3,40.800512,-73.962802,"103 W 107TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.221,,0.02,0.09,0.08,0.12,0.64,0.96,0.05,0.85,,0.83,,0.87,,0.8,Approaching Target,0.84,Meeting Target,0.9,Meeting Target,Exceeding Target,3.46,3.7,781,0.4788732394366197,0.0,0.011523687580025609,0.03585147247119078,0.046094750320102434,0.34571062740076824,0.024327784891165175,0.0,0.04481434058898848,577,0.6464471403812825,0.0,0.01733102253032929,0.03292894280762565,0.08838821490467938,0.4610051993067591,0.03292894280762565,0.0,0.06239168110918544,03M054,J.H.S. 054 BOOKER T. WASHINGTON,251.0,228.0,137.0,90.83665338645417,54.581673306772906,1
35,P.S. 076 A. PHILIP RANDOLPH,310300010076,03M076,3,40.806540999999996,-73.951368,"220 W 121ST ST NEW YORK, NY 10027",NEW YORK,10027,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.85,39051.13,0.09,0.01,0.8,0.16,0.03,0.9,0.42,0.91,Meeting Target,0.95,Meeting Target,0.93,Meeting Target,0.89,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.39,2.24,136,0.04411764705882353,0.0,0.03676470588235294,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,138,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,03M076,P.S. 076 A. PHILIP RANDOLPH,49.0,15.0,2.5,30.612244897959183,5.1020408163265305,1
36,P.S. 149 SOJOURNER TRUTH,310300010149,03M149,3,40.802665999999995,-73.948256,"41 W 117TH ST NEW YORK, NY 10026",NEW YORK,10026,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,0.883,37110.83,0.09,0.03,0.64,0.27,0.02,0.91,0.37,0.83,Approaching Target,0.7,Not Meeting Target,0.77,Approaching Target,0.6,Not Meeting Target,0.81,Approaching Target,0.82,Approaching Target,Approaching Target,2.1,2.03,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03M149,P.S. 149 SOJOURNER TRUTH,27.0,2.5,2.5,9.25925925925926,9.25925925925926,1
37,P.S. 165 ROBERT E. SIMON,310300010165,03M165,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.7390000000000001,48783.74,0.17,0.03,0.14,0.68,0.13,0.91,0.29,0.87,Meeting Target,0.82,Meeting Target,0.87,Meeting Target,0.73,Approaching Target,0.86,Meeting Target,0.85,Approaching Target,Meeting Target,2.37,2.41,177,0.022598870056497175,0.0,0.0,0.022598870056497175,0.0,0.0,0.0,0.0,0.022598870056497175,179,0.0111731843575419,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.00558659217877095,0.00558659217877095,03M165,P.S. 165 ROBERT E. SIMON,62.0,2.5,2.5,4.032258064516129,4.032258064516129,1
38,P.S. 180 HUGO NEWMAN,310300010180,03M180,3,40.807609,-73.955839,"370 W 120TH ST NEW YORK, NY 10027",NEW YORK,10027,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.69,51468.6,0.05,0.01,0.57,0.3,0.08,0.94,0.19,0.86,Meeting Target,0.86,Exceeding Target,0.86,Meeting Target,0.85,Meeting Target,0.9,Exceeding Target,0.9,Meeting Target,Approaching Target,2.48,2.44,161,0.09937888198757763,0.0,0.08074534161490683,0.0,0.0,0.0,0.0,0.0,0.06832298136645963,163,0.07975460122699386,0.0,0.05521472392638037,0.0,0.0,0.0,0.0,0.0,0.05521472392638037,03M180,P.S. 180 HUGO NEWMAN,63.0,24.0,2.5,38.095238095238095,3.968253968253968,1
39,M.S. 243 CENTER SCHOOL,310300010243,03M243,3,40.785101,-73.973867,"100 W 84TH ST-RM 310 NEW YORK, NY 10024",NEW YORK,10024,"05,06,07,08",05,08,No,0.18100000000000002,,0.0,0.08,0.15,0.12,0.61,0.98,0.0,0.96,Exceeding Target,0.91,Meeting Target,0.96,Exceeding Target,0.9,Meeting Target,0.91,Exceeding Target,0.96,Exceeding Target,Exceeding Target,3.61,3.57,160,0.50625,0.0,0.05,0.0375,0.0,0.34375,0.0,0.0,0.025,112,0.4017857142857143,0.0,0.008928571428571428,0.0625,0.0,0.29464285714285715,0.0,0.0,0.008928571428571428,03M243,M.S. 243 CENTER SCHOOL,58.0,48.0,20.0,82.75862068965517,34.48275862068966,1
40,M.S. M245 THE COMPUTER SCHOOL,310300010245,03M245,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"06,07,08",06,08,No,0.304,,0.03,0.06,0.14,0.26,0.5,0.97,0.06,0.9,Exceeding Target,0.92,Exceeding Target,0.91,Exceeding Target,0.85,Meeting Target,0.86,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.17,3.14,360,0.31666666666666665,0.0,0.027777777777777776,0.05555555555555555,0.005555555555555556,0.18333333333333332,0.008333333333333333,0.0,0.05,277,0.296028880866426,0.0,0.02527075812274368,0.05776173285198556,0.007220216606498195,0.18050541516245489,0.007220216606498195,0.0,0.04693140794223827,03M245,M.S. M245 THE COMPUTER SCHOOL,130.0,57.0,17.0,43.84615384615385,13.076923076923078,1
41,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,310300010247,03M247,3,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.802,,0.31,0.0,0.01,0.99,0.01,0.96,0.07,0.89,Exceeding Target,0.93,Exceeding Target,0.92,Exceeding Target,0.88,Meeting Target,0.88,Exceeding Target,0.95,Exceeding Target,Exceeding Target,2.51,2.64,163,0.07975460122699386,0.0,0.0,0.012269938650306749,0.0,0.0,0.0,0.0,0.012269938650306749,177,0.10734463276836158,0.0,0.0,0.011299435028248588,0.0,0.0,0.0,0.005649717514124294,0.05084745762711865,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,71.0,8.0,2.5,11.267605633802818,3.5211267605633805,1
42,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,310300010250,03M250,3,40.79511,-73.973988,"735 W END AVE NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.6609999999999999,,0.06,0.02,0.32,0.55,0.09,0.94,0.18,0.91,Meeting Target,0.98,Exceeding Target,0.91,Exceeding Target,0.97,Exceeding Target,0.82,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.61,2.44,159,0.07547169811320754,0.0,0.031446540880503145,0.031446540880503145,0.0,0.0,0.0,0.0,0.0440251572327044,159,0.03773584905660377,0.0,0.012578616352201259,0.012578616352201259,0.0,0.0,0.0,0.0,0.018867924528301886,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,60.0,8.0,2.5,13.333333333333334,4.166666666666666,1
43,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,310300010256,03M256,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.778,,0.19,0.02,0.51,0.38,0.07,0.88,0.38,0.83,Approaching Target,0.89,Meeting Target,0.8,Approaching Target,0.87,Meeting Target,0.83,Meeting Target,0.91,Meeting Target,Meeting Target,2.27,2.1,114,0.05263157894736842,0.0,0.017543859649122806,0.008771929824561403,0.0,0.0,0.0,0.0,0.017543859649122806,122,0.040983606557377046,0.0,0.00819672131147541,0.00819672131147541,0.0,0.0,0.0,0.0,0.02459016393442623,03M256,LAFAYETTE ACADEMY,56.0,10.0,2.5,17.857142857142858,4.464285714285714,1
44,COMMUNITY ACTION SCHOOL - MS 258,310300010258,03M258,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.73,,0.03,0.02,0.45,0.43,0.11,0.94,0.15,0.96,Exceeding Target,0.96,Exceeding Target,0.87,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.93,Exceeding Target,Meeting Target,2.41,2.5,185,0.04864864864864865,0.0,0.010810810810810811,0.016216216216216217,0.0,0.005405405405405406,0.0,0.0,0.032432432432432434,187,0.0962566844919786,0.0,0.026737967914438502,0.0481283422459893,0.0,0.0106951871657754,0.0,0.0,0.058823529411764705,03M258,COMMUNITY ACTION SCHOOL - MS 258,84.0,25.0,2.5,29.761904761904763,2.976190476190476,1
45,WEST END SECONDARY SCHOOL,310300011291,03M291,3,40.772487,-73.988153,"227-243 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023,"06,07,08",06,08,No,,,0.02,0.04,0.1,0.18,0.63,,,,,,,,,,,,,,,,,,127,0.29133858267716534,0.0,0.007874015748031496,0.007874015748031496,0.007874015748031496,0.2283464566929134,0.0,0.0,0.007874015748031496,127,0.4251968503937008,0.0,0.023622047244094488,0.031496062992125984,0.015748031496062992,0.3228346456692913,0.0,0.0,0.015748031496062992,,,,,,,,0
46,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,310300010333,03M333,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.233,72112.72,0.01,0.07,0.11,0.17,0.62,0.95,0.09,0.93,Exceeding Target,0.87,Exceeding Target,0.88,Meeting Target,0.79,Meeting Target,0.94,Exceeding Target,0.91,Meeting Target,Meeting Target,3.09,3.03,141,0.24113475177304963,0.0,0.014184397163120567,0.0425531914893617,0.0,0.14184397163120568,0.0,0.0,0.04964539007092199,117,0.13675213675213677,0.0,0.0,0.017094017094017096,0.0,0.10256410256410256,0.0,0.0,0.02564102564102564,03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,51.0,19.0,2.5,37.254901960784316,4.901960784313726,1
47,THE ANDERSON SCHOOL,310300010334,03M334,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.134,89026.73,0.0,0.28,0.04,0.09,0.53,0.98,0.01,0.9,Exceeding Target,0.9,Exceeding Target,0.92,Exceeding Target,0.87,Meeting Target,0.93,Exceeding Target,0.92,Meeting Target,Exceeding Target,3.93,4.15,222,0.7162162162162162,0.0,0.0,0.03153153153153153,0.24324324324324326,0.36936936936936937,0.0,0.0,0.08108108108108109,161,0.8571428571428571,0.0,0.0,0.018633540372670808,0.14906832298136646,0.5403726708074534,0.0,0.0,0.018633540372670808,03M334,THE ANDERSON SCHOOL,74.0,67.0,51.0,90.54054054054053,68.91891891891892,1
48,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,310300011415,03M415,3,40.802284,-73.95408,"215 W 114TH ST NEW YORK, NY 10026",NEW YORK,10026,"06,07,08,09,10,11,12",06,12,Yes,0.7909999999999999,,0.05,0.02,0.53,0.44,0.01,0.93,0.23,0.86,Approaching Target,0.77,Approaching Target,0.82,Meeting Target,0.71,Approaching Target,0.77,Meeting Target,0.82,Approaching Target,Approaching Target,2.04,1.99,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,12.0,2.5,2.5,20.833333333333336,20.833333333333336,1
49,WEST PREP ACADEMY,310300010421,03M421,3,40.79909,-73.96535899999999,"150 W 105TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.767,,0.05,0.02,0.52,0.39,0.05,0.92,0.25,0.9,Meeting Target,0.97,Exceeding Target,0.83,Meeting Target,0.94,Exceeding Target,0.86,Exceeding Target,0.94,Meeting Target,Meeting Target,2.31,2.45,162,0.012345679012345678,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,161,0.037267080745341616,0.0,0.024844720496894408,0.0,0.0,0.006211180124223602,0.0,0.0,0.012422360248447204,03M421,WEST PREP ACADEMY,69.0,12.0,2.5,17.391304347826086,3.6231884057971016,1
50,SPECIAL MUSIC SCHOOL,310300011859,03M859,3,40.775221,-73.982997,"129 W 67TH ST NEW YORK, NY 10023",NEW YORK,10023,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.253,76791.47,0.01,0.16,0.13,0.14,0.43,0.96,0.07,0.96,Exceeding Target,0.97,Exceeding Target,0.91,Exceeding Target,0.95,Exceeding Target,0.91,Exceeding Target,0.95,Exceeding Target,Exceeding Target,3.67,3.85,43,0.7209302325581395,0.0,0.0,0.0,0.0,0.3953488372093023,0.0,0.0,0.0,28,0.5714285714285714,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,03M859,SPECIAL MUSIC SCHOOL,14.0,2.5,2.5,17.857142857142858,17.857142857142858,1
51,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,310300011860,03M860,3,40.802284,-73.95408,"215 W 114TH ST NEW YORK, NY 10026",NEW YORK,10026,"06,07,08,09,10,11,12",06,12,No,0.7859999999999999,,0.08,0.02,0.68,0.27,0.01,0.88,0.34,0.76,Approaching Target,0.76,Meeting Target,0.81,Approaching Target,0.72,Approaching Target,0.76,Approaching Target,0.84,Meeting Target,Meeting Target,2.32,2.22,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.03333333333333333,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,31.0,2.5,2.5,8.064516129032258,8.064516129032258,1
52,MOTT HALL II,310300010862,03M862,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.47700000000000004,,0.02,0.06,0.26,0.37,0.26,0.96,0.08,0.83,Meeting Target,0.95,Meeting Target,0.89,Exceeding Target,0.93,Exceeding Target,0.84,Meeting Target,0.95,Exceeding Target,Meeting Target,3.11,3.23,320,0.234375,0.0,0.0625,0.053125,0.003125,0.0875,0.0,0.0,0.090625,268,0.23880597014925373,0.0,0.041044776119402986,0.06343283582089553,0.018656716417910446,0.08208955223880597,0.0,0.0,0.08955223880597014,03M862,MOTT HALL II,110.0,57.0,10.0,51.81818181818182,9.090909090909092,1
53,P.S. 007 SAMUEL STERN,310400010007,04M007,4,40.800631,-73.939323,"160 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.899,24553.59,0.12,0.03,0.3,0.62,0.04,0.9,0.34,0.9,Meeting Target,0.86,Exceeding Target,0.83,Approaching Target,0.82,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,Exceeding Target,2.43,2.52,116,0.0603448275862069,0.0,0.0,0.05172413793103448,0.0,0.0,0.0,0.0,0.05172413793103448,113,0.02654867256637168,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.017699115044247787,04M007,P.S. 007 SAMUEL STERN,43.0,2.5,2.5,5.813953488372093,5.813953488372093,1
54,TAG YOUNG SCHOLARS,310400010012,04M012,4,40.792590000000004,-73.94211899999999,"240 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.435,48431.58,0.0,0.34,0.25,0.19,0.15,0.97,0.05,0.92,Exceeding Target,0.92,Exceeding Target,0.91,Exceeding Target,0.86,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,Exceeding Target,3.64,3.89,164,0.6341463414634146,0.0,0.14634146341463414,0.07926829268292683,0.2926829268292683,0.0,0.0,0.0,0.3780487804878049,113,0.8141592920353983,0.0,0.1415929203539823,0.168141592920354,0.37168141592920356,0.0,0.0,0.0,0.46017699115044247,04M012,TAG YOUNG SCHOLARS,59.0,55.0,38.0,93.22033898305084,64.40677966101694,1
55,P.S. 050 VITO MARCANTONIO,310400010050,04M050,4,40.785868,-73.940587,"433 E 100TH ST NEW YORK, NY 10029",NEW YORK,10029,"0K,01,02,03,04,05,06,07,08",0K,08,Yes,0.89,30295.44,0.1,0.01,0.45,0.53,0.0,0.87,0.49,0.87,Approaching Target,0.74,Not Meeting Target,0.89,,0.67,Approaching Target,0.79,Approaching Target,0.84,Approaching Target,Approaching Target,2.1,2.07,79,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04M050,P.S. 050 VITO MARCANTONIO,26.0,2.5,2.5,9.615384615384617,9.615384615384617,1
56,JAMES WELDON JOHNSON,310400010057,04M057,4,40.797156,-73.941285,"176 E 115TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.885,26905.07,0.12,0.04,0.26,0.67,0.02,0.92,0.28,0.92,Meeting Target,0.85,Meeting Target,0.85,Meeting Target,0.81,Meeting Target,0.82,Approaching Target,0.91,Meeting Target,Exceeding Target,2.46,2.57,268,0.06343283582089553,0.0,0.007462686567164179,0.033582089552238806,0.0,0.0,0.0,0.0037313432835820895,0.06343283582089553,268,0.03731343283582089,0.0,0.011194029850746268,0.014925373134328358,0.0,0.0,0.0,0.0,0.03731343283582089,04M057,JAMES WELDON JOHNSON,99.0,24.0,2.5,24.242424242424242,2.525252525252525,1
57,THE LEXINGTON ACADEMY,310400010072,04M072,4,40.791451,-73.947448,"131 E 104TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.866,33728.15,0.11,0.01,0.13,0.83,0.03,0.92,0.3,0.9,Meeting Target,0.9,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.87,Meeting Target,0.92,Meeting Target,Meeting Target,2.32,2.4,151,0.013245033112582781,0.0,0.0,0.013245033112582781,0.0,0.0,0.0,0.0,0.013245033112582781,149,0.04697986577181208,0.0,0.0,0.040268456375838924,0.0,0.0,0.0,0.0,0.04697986577181208,04M072,THE LEXINGTON ACADEMY,84.0,15.0,2.5,17.857142857142858,2.976190476190476,1
58,P.S. 096 JOSEPH LANZETTA,310400010096,04M096,4,40.799987,-73.937388,"216 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.902,25392.85,0.18,0.02,0.26,0.68,0.03,0.91,0.37,0.88,Approaching Target,0.85,Meeting Target,0.89,Meeting Target,0.77,Approaching Target,0.77,Not Meeting Target,0.88,Approaching Target,Meeting Target,2.17,2.03,148,0.02027027027027027,0.0,0.0,0.02027027027027027,0.0,0.0,0.0,0.0,0.006756756756756757,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04M096,P.S. 096 JOSEPH LANZETTA,78.0,12.0,2.5,15.384615384615385,3.205128205128205,1
59,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,310400010108,04M108,4,40.795035,-73.947872,"1615 MADISON AVE NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.843,27911.28,0.13,0.05,0.28,0.64,0.01,0.91,0.34,0.87,Approaching Target,0.8,Approaching Target,0.86,Approaching Target,0.67,Approaching Target,0.83,Approaching Target,0.86,Meeting Target,Meeting Target,2.29,2.31,256,0.046875,0.0,0.0078125,0.0234375,0.0,0.0,0.0,0.0,0.03125,252,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,88.0,6.0,2.5,6.8181818181818175,2.840909090909091,1
60,P.S. 171 PATRICK HENRY,310400010171,04M171,4,40.792304,-73.951449,"19 E 103RD ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.7509999999999999,31078.32,0.03,0.05,0.25,0.63,0.04,0.94,0.19,0.92,Exceeding Target,0.83,Meeting Target,0.95,Exceeding Target,0.71,Approaching Target,0.87,Meeting Target,0.89,Meeting Target,Exceeding Target,2.85,3.08,269,0.241635687732342,0.0,0.04460966542750929,0.16356877323420074,0.0,0.0,0.0,0.0,0.12267657992565056,268,0.35447761194029853,0.0,0.06343283582089553,0.23134328358208955,0.0,0.0,0.0,0.0,0.20149253731343283,04M171,P.S. 171 PATRICK HENRY,96.0,41.0,2.5,42.70833333333333,2.604166666666667,1
61,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,310400010224,04M224,4,40.785027,-73.942008,"410 E 100TH ST NEW YORK, NY 10029",NEW YORK,10029,"06,07,08",06,08,No,0.708,,0.02,0.05,0.36,0.51,0.07,0.93,0.23,0.88,Meeting Target,0.88,Exceeding Target,0.86,Meeting Target,0.8,Meeting Target,0.79,Approaching Target,0.88,Meeting Target,Meeting Target,2.64,2.7,147,0.07482993197278912,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.0,0.0,0.04081632653061224,89,0.11235955056179775,0.0,0.0,0.06741573033707865,0.0,0.0,0.0,0.0,0.06741573033707865,04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,44.0,20.0,2.5,45.45454545454545,5.681818181818182,1
62,ESPERANZA PREPARATORY ACADEMY,310400010372,04M372,4,40.792590000000004,-73.94211899999999,"240 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,"06,07,08,09,10,11,12",06,12,No,0.836,,0.28,0.01,0.15,0.82,0.02,0.91,0.35,0.87,Exceeding Target,0.77,Approaching Target,0.84,Meeting Target,0.72,Approaching Target,0.77,Approaching Target,0.85,Approaching Target,Meeting Target,2.19,2.08,212,0.02358490566037736,0.0,0.0,0.014150943396226415,0.0,0.0,0.0,0.0,0.02358490566037736,228,0.0043859649122807015,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0043859649122807015,04M372,ESPERANZA PREPARATORY ACADEMY,86.0,2.5,2.5,2.9069767441860463,2.9069767441860463,1
63,RENAISSANCE SCHOOL OF THE ARTS,310400010377,04M377,4,40.797495,-73.936193,"319 E 117TH ST NEW YORK, NY 10035",NEW YORK,10035,"06,07,08",06,08,Yes,0.865,,0.1,0.01,0.45,0.53,0.01,0.9,0.32,0.89,Approaching Target,0.93,Meeting Target,0.88,Meeting Target,0.89,Meeting Target,0.9,Exceeding Target,0.95,Exceeding Target,Meeting Target,2.32,2.15,147,0.027210884353741496,0.0,0.006802721088435374,0.006802721088435374,0.0,0.0,0.0,0.0,0.02040816326530612,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04M377,RENAISSANCE SCHOOL OF THE ARTS,53.0,24.0,2.5,45.28301886792453,4.716981132075472,1
64,GLOBAL TECHNOLOGY PREPARATORY,310400010406,04M406,4,40.800631,-73.939323,"160 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"06,07,08",06,08,No,0.85,,0.11,0.03,0.4,0.56,0.01,0.95,0.15,0.89,Approaching Target,0.99,Exceeding Target,0.88,Meeting Target,0.96,Exceeding Target,0.81,Meeting Target,0.94,Meeting Target,Exceeding Target,2.27,2.36,131,0.03816793893129771,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.022900763358778626,131,0.061068702290076333,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.007633587786259542,0.022900763358778626,04M406,GLOBAL TECHNOLOGY PREPARATORY,47.0,2.5,2.5,5.319148936170213,5.319148936170213,1
